F1	#dependency_up||X--up||X--down||
F752	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VNP--down||VNP--down||NP--down||NP--down||NP_MOD--down||NP--down||NP--down||
F2161	#dependency_up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F3755	#dependency_up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||
F754	숲-@-NNG
F755	군정-@-NNG
F2162	외-@-NNB
F3712	지역-@-NNG
F756	#dependency_up||NP--up||NP_OBJ--up||VP_MOD--up||NP--up||VNP--down||NP_SBJ--down||NP--down||NP--down||
F3713	#dependency_up||NP--up||NP_CNJ--up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||VP_MOD--down||NP_AJT--down||NP--down||NP_MOD--down||NP--down||NP_CNJ--down||
F757	#dependency_동일-@-NNG--본_-@-NNP--여객철-@-NNP--위치-@-NNG--요코테_-@-NNP--시-@-NNB
F3714	#dependency_down||VNP_MOD--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F1060	#dependency_up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||VP_MOD--down||NP_SBJ--down||NP_MOD--down||
F1952	양산시-@-NNP
F758	#dependency_의장-@-NNG--서리-@-NNG--끝-@-NNG--종결-@-NNG--거치-@-VV--가-@-VV--하-@-VV--거치-@-VV--일어나-@-VV--월-@-NNB--일-@-NNB--시기-@-NNG--하-@-VV--가-@-VV--하-@-VV--대한민국-@-NNP--의_-@-NNP--역사-@-NNG
F3716	마무리-@-NNG
F5519	#dependency_up||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F5158	#dependency_화가-@-NNG
F3717	준비-@-NNG
F2164	처남-@-NNG
F2165	주말-@-NNG
F3718	수석-@-NNG
F3719	#dependency_같-@-VA--유학-@-NNG--조-@-NNP
F2167	#dependency_up||NP--up||NP--up||NP_MOD--up||VNP--down||VNP--down||NP--down||
F759	야마가타_현-@-NNP
F2831	#dependency_down||VP_MOD--down||NP_AJT--down||NP--down||NP_CNJ--down||
F760	#dependency_up||VNP--down||VNP--down||
F1722	사진-@-NNG
F3720	전북_현대_모터스-@-NNP
F5161	#dependency_up||NP_MOD--up||VNP--down||VNP--down||NP_AJT--down||NP_MOD--down||
F4978	#dependency_토르스하운-@-NNP--창단-@-NNG
F372	해양-@-NNG
F3721	크로아티아-@-NNP
F1981	#dependency_up||NP--up||NP_AJT--down||NP_CNJ--down||
F761	신동_-@-NNP
F1552	#dependency_up||NP_AJT--up||VP_MOD--up||NP_SBJ--up||VP--down||
F762	부평구-@-NNP
F956	#dependency_up||NP_AJT--down||NP_MOD--down||
F2168	#dependency_up||NP_AJT--up||VNP--down||NP_SBJ--down||VP_MOD--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||
F2169	마치-@-VV
F2170	예선-@-NNG
F763	세조-@-NNP
F2962	#dependency_up||NP--up||NP--up||NP_SBJ--up||NP_CNJ--down||VNP_MOD--down||NP_MOD--down||
F2171	죽이-@-VV
F764	#dependency_up||NP_SBJ--up||VP_MOD--up||VNP_MOD--up||NP_SBJ--up||VP--up||VP_MOD--up||NP_SBJ--up||VP--up||VNP_CMP--up||VP_MOD--up||NP_OBJ--up||VP--down||NP_AJT--down||VP_MOD--down||NP_OBJ--down||VNP_MOD--down||
F2173	#dependency_up||NP_CNJ--up||NP_AJT--up||VP--down||VP--down||VP--down||NP_SBJ--down||
F3724	#dependency_up||NP_SBJ--up||VP--down||NP_AJT--down||NP_SBJ--down||NP--down||
F2174	시트콤-@-NNG
F5165	기획-@-NNG
F1964	금정구-@-NNP
F2175	스페인-@-NNP
F4005	야구_-@-NNP
F765	#dependency_up||NP_MOD--down||VP_MOD--down||NP_SBJ--down||
F3727	서-@-NNG
F2795	#dependency_가-@-VV--오-@-VV
F5169	게이오_전철-@-NNP
F766	장악-@-NNG
F5013	#dependency_up||NP--up||X--up||NP--down||X--down||NP--down||
F767	추격-@-NNG
F1988	여기-@-NP
F768	#dependency_up||X--up||NP_PRN--down||VP_MOD--down||NP_OBJ--down||
F2176	#dependency_후계-@-NNG--확정-@-NNG
F2177	싱글-@-NNG
F769	성남_-@-NNP
F5205	틈새-@-NNG
F5173	애-@-NNG
F770	소녀-@-NNG
F771	수집-@-NNG
F2178	#dependency_up||NP_SBJ--up||VP--down||NP_SBJ--down||NP_MOD--down||
F772	도요우라_정-@-NNP
F2179	#dependency_나오-@-VV--과-@-NNG--맞추-@-VV--나오-@-VV--나오-@-VV--있-@-VA--여-@-NNG--주인공-@-NNG
F4006	#dependency_선암매-@-NNP--매실-@-NNG--나무-@-NNG--승주읍-@-NNP--순천-@-NNP--시_-@-NNP--전라남도-@-NNP
F5174	것-@-NNB
F5674	음반-@-NNG
F5176	#dependency_up||NP--up||NP--up||NP--up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||
F1048	포항_스틸러스-@-NNP
F5675	_구-@-NNP
F5043	설치-@-NNG
F2042	아역-@-NNG
F2182	전_-@-NNP
F5178	#dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||NP--down||NP--down||
F773	_사커_리그-@-NNP
F774	#dependency_선-@-NNG
F3732	종류-@-NNG
F2183	#dependency_up||NP_MOD--up||NP_CMP--up||VP--down||VP--down||VP--down||NP_PRN--down||NP_AJT--down||NP--down||NP--down||
F775	#dependency_미국-@-NNP--미국-@-NNP--의_-@-NNP--대통령-@-NNG--취임-@-NNG--시각-@-NNG--현지-@-NNG
F776	득표-@-NNG
F5180	#dependency_아나운서-@-NNG
F777	고사-@-NNG
F2184	부분-@-NNG
F5181	#dependency_원년-@-NNG--년-@-NNB
F5182	생기-@-VV
F3734	중립-@-NNG
F5057	선생-@-NNG
F5183	위지-@-NNG
F2061	런던-@-NNP
F5676	#dependency_up||NP_OBJ--up||VP_MOD--up||NP_SBJ--up||VP_MOD--up||NP_AJT--up||VP--down||NP_SBJ--down||NP--down||
F2185	#dependency_up||NP_CNJ--up||NP_OBJ--up||VP--down||VP--down||NP_OBJ--down||
F5185	기타미_시-@-NNP
F5186	#dependency_down||NP_SBJ--down||NP--down||NP_MOD--down||
F778	#dependency_나오-@-VV--겪-@-VV--과정-@-NNG--캐스팅-@-NNG--등-@-NNB--박규채-@-NNP--영구-@-NNG
F779	죽음-@-NNG
F2069	#dependency_소주동-@-NNP--양산시-@-NNP
F2186	실-@-NNG
F2187	작업-@-NNG
F5068	#dependency_up||X_MOD--up||NP--up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F3735	#dependency_up||VNP--down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F2188	#dependency_자형-@-NNG--건륭제-@-NNP--황제-@-NNG--대-@-NNB
F780	처인-@-NNP
F2189	#dependency_up||NP_MOD--up||NP_AJT--up||VP_MOD--up||
F2190	캠프-@-NNG
F5189	박성호_-@-NNP
F781	남자-@-NNG
F3737	시집-@-NNG
F3738	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||VNP_MOD--down||VNP_MOD--down||
F782	시호-@-NNG
F5190	#dependency_되-@-VV--일으키-@-VV--타도-@-NNG--멸망-@-NNG--건국-@-NNG
F3739	피처링-@-NNP
F783	목관-@-NNG
F784	#dependency_up||NP_AJT--up||VP_MOD--up||NP_SBJ--down||
F376	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||NP_MOD--down||
F785	황실-@-NNG
F5192	정당-@-NNG
F2191	유닛-@-NNG
F2192	#dependency_up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F2193	참전-@-NNG
F5193	코리아-@-NNP
F786	윤근수-@-NNP
F5194	건축-@-NNG
F2485	참뱀하목-@-NNP
F5196	돗토리-@-NNP
F787	마애-@-NNG
F2104	메인-@-NNG
F3742	의-@-NNG
F5197	임금-@-NNG
F3743	번창-@-NNG
F2117	싱가포르-@-NNP
F2966	독일_-@-NNP
F5191	#dependency_삼-@-NR--층-@-NNG--석탑-@-NNG--석탑-@-NNG--있-@-VA--금정구-@-NNP
F3744	#dependency_up||NP_CNJ--up||NP_OBJ--up||VP_MOD--up||NP_AJT--down||NP_MOD--down||
F3745	약속-@-NNG
F3358	#dependency_up||NP--up||NP--up||NP--up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||
F2197	좌-@-NNG
F2198	경찰-@-NNG
F3746	#dependency_장택-@-NNG--상-@-NNG--월-@-NNB--일-@-NNB--발생-@-NNG--조약-@-NNG--협정-@-NNG--관-@-NNG--재산-@-NNG--사이-@-NNG--미국-@-NNP
F3747	#dependency_up||NP--up||VP--down||VP--down||NP_SBJ--down||
F788	#dependency_구치관-@-NNP
F789	김포-@-NNP
F3748	#dependency_의-@-NNG
F3749	혁명-@-NNG
F800	도-@-NNG
F3750	#dependency_수중계-@-NNP
F3751	#dependency_up||VP--down||VP--down||
F3752	경상남도-@-NNP
F2200	#dependency_up||NP--up||NP_CNJ--down||
F790	도카이-@-NNP
F5200	연상-@-NNG
F5142	#dependency_주말-@-NNG--드라마-@-NNG
F3321	가-@-NNG
F1864	타-@-NNG
F5148	배구-@-NNG
F2202	#dependency_up||NP--up||X--up||NP_PRN--down||
F2490	#dependency_록_밴드-@-NNP
F2203	기업-@-NNG
F2156	#dependency_지선-@-NNG--철도-@-NNG--역-@-NNG--홋카이도_-@-NNP--여객철-@-NNP--있-@-VA
F2205	사망-@-NNG
F793	묘-@-NNG
F2206	#dependency_이후-@-NNG--처음-@-NNG--것-@-NNB--직행-@-NNG--거치-@-VV--입단-@-NNG--우선지명되-@-NNP
F794	#dependency_과-@-NNG--떠오르-@-VV--학년-@-NNG--입학-@-NNG--뒤-@-NNG--받-@-VV--수업-@-NNG
F2207	협정-@-NNG
F3459	후지-@-NNG
F5204	우토-@-NNP
F795	#dependency_일부-@-NNG--간선-@-NNG--동천-@-NNG--거리-@-NNG--다-@-NNG--중앙-@-NNG--사-@-NNG--거리-@-NNG--중구_-@-NNP--부산-@-NNP--광역-@-NNG--시-@-NNG
F3756	운항-@-NNG
F3757	#dependency_up||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F2172	태화-@-NNG
F3758	탈퇴-@-NNG
F3759	협상-@-NNG
F796	태생-@-NNG
F3760	유엔-@-NNP
F2180	중화-@-NNP
F5206	여름-@-NNG
F3511	말기-@-NNG
F797	신일-@-NNG
F5207	#dependency_중앙-@-NNG--문화-@-NNG--혁명-@-NNG--소조-@-NNG--조장-@-NNG--결혼-@-NNG--인-@-NNG--이혼-@-NNG--없-@-VA--독신-@-NNG--활동-@-NNG--보내-@-VV--역임-@-NNG--탈당-@-NNG--되-@-VV--수립-@-NNG
F5208	성-@-NNG
F791	#dependency_down||X--down||NP_MOD--down||
F2209	회-@-NNB
F2194	#dependency_수상-@-NNG--수립-@-NNG
F799	아이돌-@-NNG
F2210	#dependency_up||NP_AJT--up||AP--up||VP--up||VP--up||VP--up||VP--down||NP_AJT--down||
F5199	워싱턴_-@-NNP
F3764	작은-@-NNG
F5209	#dependency_up||VP_MOD--up||NP_OBJ--down||
F5202	찬가-@-NNG
F1969	#dependency_up||NP--up||NP_OBJ--up||VP_MOD--up||NP_AJT--up||VP--down||NP_SBJ--down||
F2211	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||NP_OBJ--down||
F801	공연-@-NNG
F5210	허목-@-NNP
F1492	수-@-NNB
F2212	간-@-NNG
F861	동맹-@-NNG
F802	리더-@-NNG
F5211	국_-@-NNP
F5212	#dependency_대통령-@-NNG--보고-@-NNG--대한민국_-@-NNP--친일반-@-NNP--민족-@-NNG--행위-@-NNG--진상-@-NNG--규명-@-NNG--위원-@-NNG--소속-@-NNG
F2726	선봉-@-NNG
F2214	#dependency_down||VP_MOD--down||VP--down||
F2883	왕실-@-NNG
F2215	#dependency_up||NP_OBJ--up||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||
F804	언론-@-NNG
F805	마쓰야마_시-@-NNP
F806	구간-@-NNG
F3765	#dependency_up||NP_MOD--up||NP_AJT--up||VP--down||VP--down||VP--down||NP_OBJ--down||
F3766	만-@-NNB
F5213	내-@-NNB
F2216	가나가와_현-@-NNP
F807	동명-@-NNG
F808	드러내-@-VV
F809	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--도마-@-NNG--_정-@-NNP--가미카와_군-@-NNP
F5214	건강-@-NNG
F5215	#dependency_up||X--up||R_PRN--down||X--down||
F5216	출신-@-NNG
F2217	편-@-NNG
F5251	가문-@-NNG
F2218	한경-@-NNP
F2219	취항-@-NNG
F3240	#dependency_up||NP--up||VNP--down||
F4034	군인-@-NNG
F1496	#dependency_미니-@-NNG--시리즈-@-NNG
F2220	도요하시-@-NNP
F5217	로리스-@-NNP
F2221	조부-@-NNG
F4741	#dependency_up||VP_MOD--up||NP_AJT--up||VP--down||
F5218	내각-@-NNG
F811	군단-@-NNG
F812	최초-@-NNG
F5219	#dependency_있-@-VA--아사히카와_시-@-NNP
F813	덕흥대원군-@-NNP
F814	쥐속-@-NNP
F815	삼진-@-NNG
F2222	#dependency_up||NP--up||NP--up||NP--down||X--down||
F816	운수_-@-NNP
F817	산맥-@-NNG
F2278	파주시-@-NNP
F2223	누르-@-VV
F3768	#dependency_볼티모어-@-NNP--달리-@-VV--지하-@-NNG--철-@-NNG--서브웨이-@-NNG--메트-@-NNP
F5220	컴퓨터-@-NNG
F2224	#dependency_연령-@-NNG--양자-@-NNG--이-@-VV--왕족-@-NNG--_종실-@-NNP--후기-@-NNG--시대-@-NNG
F5221	다섯-@-NR
F819	#dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||
F2225	#dependency_down||NP_AJT--down||NP_SBJ--down||NP--down||
F1598	#dependency_up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP--down||NP--down||NP--down||
F3501	삼-@-NNG
F3771	예종-@-NNP
F2226	국제_-@-NNP
F2298	대구선-@-NNP
F5334	#dependency_up||NP--up||NP_OBJ--up||VP_MOD--up||NP--up||VNP--down||NP_SBJ--down||
F3772	바르셀로나-@-NNP
F5312	정의-@-NNG
F5317	싱글_-@-NNP
F2227	#dependency_up||R--down||NP--down||
F2228	미에_현-@-NNP
F3774	#dependency_어머니-@-NNG--부인-@-NNG--김일성-@-NNP--조선-@-NNP--민주-@-NNG--주의-@-NNG--인민-@-NNG--공화-@-NNG--의_-@-NNP--국가-@-NNG--주석-@-NNG
F2229	#dependency_up||NP--up||NP_SBJ--up||VP--down||NP_AJT--down||VP_MOD--down||X_SBJ--down||
F821	#dependency_대통령-@-NNG--회담-@-NNG--열-@-VV--방문-@-NNG
F5229	#dependency_단막-@-NNG--극-@-NNG
F2231	끝내-@-VV
F5230	#dependency_up||NP_AJT--up||VP--down||VP--down||NP_SBJ--down||NP--down||
F4744	하차-@-NNG
F822	#dependency_감독-@-NNG--부임-@-NNG--후-@-NNG--합류-@-NNG--스프링-@-NNG--캠프-@-NNG
F3776	거주-@-NNG
F5232	일리노이_주-@-NNP
F823	국도-@-NNG
F1451	주도-@-NNG
F5233	논쟁-@-NNG
F3779	#dependency_철도-@-NNG--역-@-NNG
F3780	요일-@-NNG
F3781	양서-@-NNG
F824	#dependency_up||NP--up||NP--down||NP--down||
F5234	지바_현-@-NNP
F5235	몰락-@-NNG
F5237	역-@-NNG
F5238	지드래곤-@-NNP
F825	플룻-@-NNG
F826	고래속-@-NNP
F2233	토착-@-NNG
F108	#dependency_속-@-NNG--박쥐-@-NNG--속-@-NNG--하나-@-NR
F3782	윤두수-@-NNP
F2360	반대-@-NNG
F827	#dependency_up||NP--up||X_AJT--up||VP_MOD--up||NP--up||NP_MOD--up||VNP--down||NP_SBJ--down||
F383	개-@-NNB
F5023	협력-@-NNG
F4311	#dependency_아버지-@-NNG
F828	#dependency_요산-@-NNG--_선-@-NNP--있-@-VA--이요_시-@-NNP--에히메_현-@-NNP
F3784	터널-@-NNG
F829	전국-@-NNG
F3508	#dependency_up||NP--up||AP--up||VP--down||NP_AJT--down||
F2376	#dependency_up||NP_AJT--up||VP_MOD--up||NP--up||NP_MOD--up||VNP--down||NP_SBJ--down||
F5240	#dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP_CNJ--down||
F1450	도화-@-NNG
F5241	터미널-@-NNG
F5242	남북-@-NNP
F830	결승-@-NNG
F3785	#dependency_위치-@-NNG--고후-@-NNP--_시-@-NNP
F831	#dependency_up||VNP--down||NP--down||NP_MOD--down||
F3786	섬-@-NNG
F3767	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--도요우라_정-@-NNP--아부-@-NNG--타_군-@-NNP
F3788	임명-@-NNG
F832	편-@-NNB
F5365	#dependency_은-@-NNG--오-@-VV--훙서-@-NNP--출생-@-NNG--서자-@-NNG--군주-@-NNG--대-@-NNB
F3791	대학-@-NNG
F5243	#dependency_포함-@-NNG
F2235	#dependency_연간-@-NNG--보내오-@-VV--목록-@-NNG--섞이-@-VV--후기-@-NNG
F2236	#dependency_주도-@-NNG--시작-@-NNG
F5529	#dependency_일가-@-NNG--머무르-@-VV--때문-@-NNB--들어가-@-VV--치하-@-NNG
F2237	#dependency_라스베이거스-@-NNP--두-@-VV--경찰-@-NNG
F5245	상인-@-NNG
F2401	탄압-@-NNG
F3790	제주-@-NNP
F588	#dependency_up||NP--up||VP--down||NP_AJT--down||NP--down||
F2240	결성-@-NNG
F835	으-@-NNG
F836	동료-@-NNG
F2241	#dependency_up||VP_MOD--down||NP_OBJ--down||
F2242	이탈-@-NNG
F838	파충-@-NNP
F5247	#dependency_시대-@-NNG
F2243	#dependency_출연-@-NNG--부족-@-NNG--등-@-NNB--밀려나-@-VV--낙점-@-NNG
F839	자치-@-NNG
F2422	전주-@-NNP
F3794	#dependency_down||VP--down||NP_AJT--down||NP--down||
F3679	#dependency_up||NP_MOD--up||NP_AJT--down||VP_MOD--down||
F840	리쿠젠타카타_시-@-NNP
F5250	최고-@-NNG
F3795	#dependency_위치-@-NNG--미야코_시-@-NNP
F2244	대명-@-NNG
F591	고베-@-NNP
F2245	동안-@-NNG
F3796	신혜성-@-NNP
F2246	합의-@-NNG
F1058	테베스-@-NNP
F5252	견훤-@-NNP
F2247	발매-@-NNG
F5253	금토-@-NNP
F2248	#dependency_up||NP_OBJ--up||VP_MOD--up||NP_OBJ--up||VP_MOD--up||NP_SBJ--up||VP_MOD--up||VNP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||
F2445	_도시-@-NNP
F2249	지요다-@-NNP
F3798	느끼-@-VV
F2250	평양-@-NNP
F2251	달-@-NNB
F5254	법주사-@-NNP
F2460	진영-@-NNG
F3800	경합-@-NNG
F5256	#dependency_up||NP--up||NP--up||NP--up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F842	#dependency_트레이드-@-NNG--이적-@-NNG
F2466	신케이세이_-@-NNP
F705	#dependency_up||VP--up||VP--up||VP_MOD--up||NP_MOD--down||
F843	#dependency_up||X_AJT--up||VP_MOD--up||NP--up||VNP--down||
F4747	#dependency_up||NP_MOD--up||NP--up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F2473	경호-@-NNG
F844	#dependency_up||NP--up||X_AJT--up||VP_MOD--up||NP--up||VNP--down||NP_SBJ--down||
F3801	#dependency_up||VP--down||VP--down||NP_OBJ--down||
F2254	견해-@-NNG
F2255	속-@-NNG
F3802	#dependency_있-@-VA
F2256	내셔널-@-NNG
F2257	진입-@-NNG
F5258	강서-@-NNP
F2258	#dependency_제안-@-NNG--때-@-NNG--오-@-VV
F2491	#dependency_up||NP_MOD--down||VP_MOD--down||NP_OBJ--down||NP--down||
F5260	업체-@-NNG
F3803	#dependency_up||NP--up||NP_AJT--up||VP--down||VP--down||NP_OBJ--down||
F2494	영-@-NNG
F845	사태-@-NNG
F4523	니미_시-@-NNP
F1645	포유-@-NNG
F847	#dependency_대통령-@-NNG--반대-@-NNG--하-@-VV--갖추-@-VV--수출-@-NNG--제조-@-NNG--은-@-NNG
F3804	#dependency_정치-@-NNG--역정-@-NNG--받-@-VV--호령-@-NNG--정치-@-NNG
F2259	#dependency_down||NP_MOD--down||NP--down||
F5261	#dependency_초대-@-NNG--취임-@-NNG--선포-@-NNG--폐지-@-NNG
F5262	도서-@-NNG
F2972	헝가리-@-NNP
F3805	#dependency_up||NP_AJT--up||VP_MOD--down||
F3806	맞이하-@-VV
F2508	#dependency_up||NP_MOD--up||NP--up||NP_CMP--up||VP--up||VP--up||VP--down||NP_SBJ--down||VP_MOD--down||NP_CMP--down||NP--down||
F848	잉글리시_호른-@-NNP
F5263	#dependency_무신-@-NNG--전기-@-NNG
F3807	#dependency_있-@-VA--농성-@-NNP--동-@-NNG--서구_-@-NNP--광주-@-NNP--광역-@-NNG--시-@-NNG
F3808	존_-@-NNP
F849	#dependency_up||NP_AJT--up||VP--down||NP_AJT--down||VP_MOD--down||NP_SBJ--down||NP--down||
F850	#dependency_홋카이도_-@-NNP--여객철-@-NNP--있-@-VA--오타루_시-@-NNP
F3809	#dependency_대통령-@-NNG--경축-@-NNG--전야-@-NNG--음악-@-NNG--행사-@-NNG--초청-@-NNG--비롯하-@-VV--명-@-NNB--중-@-NNB--음악-@-NNG--보유-@-NNG--기록-@-NNG--초청-@-NNG--행사-@-NNG
F2737	방면-@-NNG
F4526	실베짱-@-NNP
F5690	아명-@-NNG
F2262	버전-@-NNG
F3810	#dependency_연결-@-NNG--가야-@-NNP--동-@-NNG--좌천동-@-NNP--동구_-@-NNP--부산-@-NNP--광역-@-NNG--시-@-NNG
F5267	오사카_시-@-NNP
F3811	권력-@-NNG
F5268	#dependency_up||VNP--up||VP--up||
F3812	요원-@-NNG
F3813	#dependency_up||NP_MOD--down||
F851	#dependency_주립-@-NNG--대-@-NNG
F5270	계약-@-NNG
F5271	#dependency_up||NP_AJT--up||VP_MOD--up||NP--up||NP--up||VNP--down||NP_SBJ--down||
F2263	#dependency_up||NP--down||NP_MOD--down||
F2555	입상-@-NNG
F4527	#dependency_대통령-@-NNG--도입-@-NNG--사용-@-NNG
F2264	마오쩌둥-@-NNP
F2265	모리_-@-NNP
F2266	마이애미-@-NNP
F5272	#dependency_보스턴-@-NNP--중심-@-NNG--위치-@-NNG--공원-@-NNG--가든-@-NNG--퍼블릭-@-NNG
F2267	청주-@-NNP
F3816	면_-@-NNP
F852	#dependency_경기도-@-NNP
F1701	동해-@-NNP
F2268	독립-@-NNG
F5274	#dependency_가지-@-VV
F2574	#dependency_up||VNP--down||VP--down||VP--down||
F5275	#dependency_속-@-NNG--일종-@-NNG--삼색박쥐-@-NNP
F5276	#dependency_거치-@-VV
F5277	리그_-@-NNP
F853	#dependency_up||X--up||NP--down||X--down||NP--down||X--down||NP--down||X--down||
F2269	광산구-@-NNP
F1513	#dependency_재회-@-NNG--부군-@-NNG--개월-@-NNB--물러나-@-VV--년차-@-NNG--결혼-@-NNG--귀국-@-NNG
F3819	김해-@-NNP
F5279	#dependency_은-@-NNG--열리-@-VV
F854	버스-@-NNG
F855	#dependency_등-@-NNB--이-@-NNG--공격-@-NNG--듣-@-VV--꾸지람-@-NNG--조선_-@-NNP--효종-@-NNP
F856	#dependency_바탕-@-NNG--지어내-@-VV--고려사-@-NNP--정리-@-NNG--들-@-VV--신하-@-NNG
F857	교차-@-NNG
F2270	충돌-@-NNG
F1976	빠지-@-VV
F3822	부-@-NNB
F3823	서울대학교-@-NNP
F2593	#dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||NP--down||
F2271	#dependency_up||NP--up||NP--down||NP_CNJ--down||
F858	#dependency_up||NP_OBJ--up||VP--up||VP--down||NP_OBJ--down||
F3825	탕위안보-@-NNP
F218	#dependency_이적-@-NNG--오-@-VV
F3826	#dependency_up||X--up||NP_AJT--up||X--down||X--down||X--down||X--down||X--down||X--down||X--down||X--down||X--down||
F860	#dependency_금토-@-NNP--드라마-@-NNG
F1064	#dependency_홋카이도_-@-NNP--여객철-@-NNP--위치-@-NNG--엔가루-@-NNP--_정-@-NNP--몬베쓰_군-@-NNP
F3827	고려_태조-@-NNP
F2273	#dependency_up||NP_AJT--up||VP--down||
F5281	#dependency_후나바-@-NNP--시_-@-NNP--시-@-NNB
F2274	보호-@-NNG
F5560	교토_부-@-NNP
F2275	#dependency_up||NP_AJT--up||VP--up||VP--up||VP--down||
F2617	제외-@-NNG
F2276	#dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F5282	산하-@-NNG
F1065	#dependency_임시-@-NNG--정부-@-NNG--보내-@-VV--아들-@-NNG--대한제국_-@-NNP--고종-@-NNP
F5283	축구-@-NNG
F864	#dependency_오-@-VV
F865	내소사-@-NNP
F5284	믿-@-VV
F3829	여산면-@-NNP
F5286	#dependency_up||NP_AJT--up||VP--up||VP--down||NP_AJT--down||NP_MOD--down||
F2277	학문-@-NNG
F2626	초중기-@-NNP
F3830	분자-@-NNG
F866	#dependency_up||NP--up||X--up||R_PRN--down||X--down||
F867	하코다테_-@-NNP
F5287	#dependency_어머니-@-NNG--정비-@-NNG--추존-@-NNG
F3688	갖-@-VV
F3831	잠실야구장-@-NNP
F5288	#dependency_up||X--down||NP--down||X--down||
F3832	홈런-@-NNG
F868	#dependency_up||NP_OBJ--down||VP_MOD--down||NP_AJT--down||
F3833	기능-@-NNG
F870	#dependency_up||VP--up||VP--up||VP--down||NP_AJT--down||
F2279	구성-@-NNG
F871	포기-@-NNG
F5451	후속작-@-NNP
F5597	#dependency_up||VP--up||VP_MOD--up||NP_AJT--down||
F872	#dependency_up||NP_CNJ--up||NP_MOD--down||NP_CNJ--down||
F2280	도마-@-NNG
F873	#dependency_동일-@-NNG--본_-@-NNP--여객철-@-NNP--위치-@-NNG--이시노마키_시-@-NNP
F5290	맞붙-@-VV
F874	최규하-@-NNP
F875	시영_-@-NNP
F3837	오카야마-@-NNP
F876	획득-@-NNG
F2282	격퇴-@-NNG
F1979	#dependency_up||VP--down||X_MOD--down||
F2663	#dependency_늘-@-VV
F878	수송-@-NNG
F3839	에-@-VV
F3770	#dependency_up||X_CNJ--up||
F3840	#dependency_up||NP_CNJ--up||NP_AJT--up||VP_MOD--up||NP_SBJ--up||VP_MOD--up||VNP--down||NP_SBJ--down||NP--down||
F879	처형-@-NNG
F880	공원-@-NNG
F3841	송신영-@-NNP
F5292	도요카와_시-@-NNP
F2849	#dependency_up||NP--up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||
F5293	여치-@-NNG
F2283	메이저_리그-@-NNP
F2284	근처-@-NNG
F4754	클럽-@-NNG
F5296	물질-@-NNG
F3844	#dependency_결혼-@-NNG--데뷔-@-NNG
F2676	#dependency_up||NP_CNJ--up||NP_MOD--up||VNP--down||
F2285	경내-@-NNG
F2680	#dependency_up||NP--up||X_AJT--up||VP_MOD--up||NP--up||VNP--down||NP_SBJ--down||NP--down||
F881	주요-@-NNG
F3846	#dependency_오-@-VV--유학-@-NNG--문인-@-NNG
F3847	#dependency_배우-@-NNG--역임-@-NNG
F3848	시즈오카_현-@-NNP
F2286	손자-@-NNG
F5689	한국어-@-NNP
F1067	컴백-@-NNG
F2287	의식-@-NNG
F5297	_군-@-NNP
F2689	천거-@-NNG
F882	대전광역시-@-NNP
F5298	행동-@-NNG
F2738	단체-@-NNG
